"","Country","DistrictName","Week","Probable","Confirmed","ConfirmedFOI","ProbableFOI","DistrictID","WeekID","ProbableCumulative","ConfirmedCumulative","PopulationSize"
"2382","Guinea","GAOUAL","5/12/14",0,0,0,0,"GAOUAL",19,0,0,194245
"2384","Guinea","GUECKEDOU","5/12/14",6,6,0.0952837001401603,0.182238740609569,"GUECKEDOU",19,0,0,291823
"2386","Guinea","KANKAN","5/12/14",0,0,0,0.0953101798043249,"KANKAN",19,0,0,472112
"2388","Guinea","KEROUANE","5/12/14",0,0,0.0953101798043249,0.182321556793955,"KEROUANE",19,0,0,211017
"2390","Guinea","KINDIA","5/12/14",0,0,0.615185639090233,0.854415328156068,"KINDIA",19,0,0,438315
"2392","Guinea","KISSIDOUGOU","5/12/14",0,0,0.0953101798043249,1.1314021114911,"KISSIDOUGOU",19,0,0,283609
"2394","Guinea","KOUBIA","5/12/14",0,0,0,0,"KOUBIA",19,0,0,101171
"2396","Guinea","KOUNDARA","5/12/14",0,0,0,0,"KOUNDARA",19,0,0,130205
"2398","Guinea","KOUROUSSA","5/12/14",0,0,0,0.0953098408745263,"KOUROUSSA",19,0,0,268224
"2400","Guinea","LABE","5/12/14",0,0,0,0,"LABE",19,0,0,318663
"2402","Guinea","LELOUMA","5/12/14",0,0,0,0,"LELOUMA",19,0,0,162634
"2404","Guinea","LOLA","5/12/14",0,0,0,0,"LOLA",19,0,0,175213
"2406","Guinea","MACENTA","5/12/14",0,0,1.09858770312999,1.13136123139232,"MACENTA",19,0,0,298282
"2408","Guinea","MALI","5/12/14",0,0,0,0,"MALI",19,0,0,290320
"2410","Guinea","MAMOU","5/12/14",0,0,0,0,"MAMOU",19,0,0,318738
"2412","Guinea","N'ZEREKORE","5/12/14",0,0,0.0953101798043249,0.0953101798043249,"NZEREKORE",19,0,0,396118
"2414","Guinea","PITA","5/12/14",0,0,0,0,"PITA",19,0,0,277059
"2416","Guinea","SIGUIRI","5/12/14",0,0,0,0,"SIGUIRI",19,0,0,695449
"2418","Guinea","TELIMELE","5/12/14",1,0,0.615185639090233,0.896083851378972,"TELIMELE",19,0,0,283639
"2420","Guinea","TOUGUE","5/12/14",0,0,0,0,"TOUGUE",19,0,0,122959
"2422","Guinea","YOMOU","5/12/14",0,0,0.0953101798043249,0.0953101798043249,"YOMOU",19,0,0,176664
"2424","Liberia","BOMI","5/12/14",0,0,0,0,"BOMI",19,0,0,103887
"2426","Liberia","BONG","5/12/14",0,0,0.139761942375159,0.139761942375159,"BONG",19,0,0,411847
"2428","Liberia","GBARPOLU","5/12/14",0,0,0,0,"GBARPOLU",19,0,0,102984
"2430","Liberia","GRAND BASSA","5/12/14",0,0,0.139761942375159,0.139761942375159,"GRANDBASSA",19,0,0,273790
"2432","Liberia","GRAND CAPE MOUNT","5/12/14",0,0,0,0,"GRANDCAPEMOUNT",19,0,0,156938
"2434","Liberia","GRAND GEDEH","5/12/14",0,0,0,0,"GRANDGEDEH",19,0,0,154693
"2436","Liberia","GRAND KRU","5/12/14",0,0,0,0,"GRANDKRU",19,0,0,71522
"2438","Liberia","LOFA","5/12/14",0,0,0.00498746875913276,0.00498743965836884,"LOFA",19,0,0,341924
"2440","Liberia","MARGIBI","5/12/14",0,0,1.38629146819988,1.3862885752715,"MARGIBI",19,0,0,259254
"2442","Liberia","MARYLAND","5/12/14",0,0,0,0,"MARYLAND",19,0,0,167883
"2444","Liberia","MONTSERRADO","5/12/14",0,0,0.139761659031082,0.139761659031082,"MONTSERRADO",19,0,0,1381022
"2446","Liberia","NIMBA","5/12/14",0,0,0,0,"NIMBA",19,0,0,570600
"2448","Liberia","RIVER GEE","5/12/14",0,0,0,0,"RIVERGEE",19,0,0,82484
"2450","Liberia","RIVERCESS","5/12/14",0,0,0,0,"RIVERCESS",19,0,0,88313
"2452","Liberia","SINOE","5/12/14",0,0,0,0,"SINOE",19,0,0,126452
"2454","Sierra Leone","BO","5/12/14",0,0,0,0,"BO",19,0,0,587350
"2456","Sierra Leone","BOMBALI","5/12/14",0,0,0,0,"BOMBALI",19,0,0,517326
"2458","Sierra Leone","BONTHE","5/12/14",0,0,0,0,"BONTHE",19,0,0,176948
"2460","Sierra Leone","KAILAHUN","5/12/14",0,0,0,0,"KAILAHUN",19,0,0,453736
"2462","Sierra Leone","KAMBIA","5/12/14",0,0,0,0,"KAMBIA",19,0,0,342607
"2464","Sierra Leone","KENEMA","5/12/14",0,0,0,0,"KENEMA",19,0,0,630774
"2466","Sierra Leone","KOINADUGU","5/12/14",0,0,0,0,"KOINADUGU",19,0,0,336648
"2468","Sierra Leone","KONO","5/12/14",0,0,0,0,"KONO",19,0,0,424868
"2470","Sierra Leone","MOYAMBA","5/12/14",0,0,0,0,"MOYAMBA",19,0,0,330507
"2472","Sierra Leone","PORT LOKO","5/12/14",0,0,0,0,"PORTLOKO",19,0,0,574781
"2474","Sierra Leone","PUJEHUN","5/12/14",0,0,0,0,"PUJEHUN",19,0,0,289315
"2476","Sierra Leone","TONKOLILI","5/12/14",0,0,0,0,"TONKOLILI",19,0,0,439810
"2478","Sierra Leone","WESTERN AREA RURAL","5/12/14",0,0,0,0,"WESTERNAREARURAL",19,0,0,1199763
"2480","Sierra Leone","WESTERN AREA URBAN","5/12/14",0,0,0,0,"WESTERNAREAURBAN",19,0,0,979034
"2482","Guinea","BEYLA","5/19/14",0,0,0.048790164169432,0.048790164169432,"BEYLA",20,0,0,325482
"2484","Guinea","BOFFA","5/19/14",2,1,0.78845477603992,0.896082416388513,"BOFFA",20,0,0,211063
"2486","Guinea","BOKE","5/19/14",0,0,0.693147180559945,1.38629436111989,"BOKE",20,0,0,449405
"2488","Guinea","CONAKRY","5/19/14",2,1,0.76545501406362,0.832893534012592,"CONAKRY",20,0,0,1667864
"2490","Guinea","COYAH","5/19/14",0,0,0.765467842139572,0.832909122935104,"COYAH",20,0,0,264164
"2492","Guinea","DABOLA","5/19/14",0,0,0,0,"DABOLA",20,0,0,182951
"2494","Guinea","DALABA","5/19/14",0,0,0,0,"DALABA",20,0,0,136320
"2496","Guinea","DINGUIRAYE","5/19/14",0,0,0,0,"DINGUIRAYE",20,0,0,195662
"2498","Guinea","DUBREKA","5/19/14",0,0,3.17805383034795,3.29583686600433,"DUBREKA",20,0,0,328418
"2500","Guinea","FARANAH","5/19/14",0,0,0.182321556793955,0.262364264467491,"FARANAH",20,0,0,280511
"2502","Guinea","FORECARIAH","5/19/14",0,0,0,0,"FORECARIAH",20,0,0,244649
"2504","Guinea","FRIA","5/19/14",0,0,0.765467842139572,0.832909122935104,"FRIA",20,0,0,96527
"2506","Guinea","GAOUAL","5/19/14",0,0,0,0,"GAOUAL",20,0,0,194245
"2508","Guinea","GUECKEDOU","5/19/14",9,9,0.238948417395938,0.314668207534513,"GUECKEDOU",20,0,0,291823
"2510","Guinea","KANKAN","5/19/14",0,0,0.182321556793955,0.262364264467491,"KANKAN",20,0,0,472112
"2512","Guinea","KEROUANE","5/19/14",0,0,0.22314355131421,0.300104592450338,"KEROUANE",20,0,0,211017
"2514","Guinea","KINDIA","5/19/14",0,0,0.765467842139572,0.832909122935104,"KINDIA",20,0,0,438315
"2516","Guinea","KISSIDOUGOU","5/19/14",0,0,1.61938824328727,1.95302761682418,"KISSIDOUGOU",20,0,0,283609
"2518","Guinea","KOUBIA","5/19/14",0,0,0,0,"KOUBIA",20,0,0,101171
"2520","Guinea","KOUNDARA","5/19/14",0,0,0,0,"KOUNDARA",20,0,0,130205
"2522","Guinea","KOUROUSSA","5/19/14",1,0,0.182321556793955,0.262362543745786,"KOUROUSSA",20,0,0,268224
"2524","Guinea","LABE","5/19/14",0,0,0,0,"LABE",20,0,0,318663
"2526","Guinea","LELOUMA","5/19/14",0,0,0,0,"LELOUMA",20,0,0,162634
"2528","Guinea","LOLA","5/19/14",0,0,0,0,"LOLA",20,0,0,175213
"2530","Guinea","MACENTA","5/19/14",8,8,0.788422615336387,0.832859854074778,"MACENTA",20,0,0,298282
"2532","Guinea","MALI","5/19/14",0,0,0,0,"MALI",20,0,0,290320
"2534","Guinea","MAMOU","5/19/14",0,0,0,0,"MAMOU",20,0,0,318738
"2536","Guinea","N'ZEREKORE","5/19/14",0,0,0.048790164169432,0.048790164169432,"NZEREKORE",20,0,0,396118
"2538","Guinea","PITA","5/19/14",0,0,0,0,"PITA",20,0,0,277059
"2540","Guinea","SIGUIRI","5/19/14",0,0,0,0,"SIGUIRI",20,0,0,695449
"2542","Guinea","TELIMELE","5/19/14",5,4,0.788449668098491,0.896073418358621,"TELIMELE",20,0,0,283639
"2544","Guinea","TOUGUE","5/19/14",0,0,0,0,"TOUGUE",20,0,0,122959
"2546","Guinea","YOMOU","5/19/14",0,0,0.048790164169432,0.048790164169432,"YOMOU",20,0,0,176664
"2548","Liberia","BOMI","5/19/14",0,0,0,0.048790164169432,"BOMI",20,0,0,103887
"2550","Liberia","BONG","5/19/14",0,0,0.182321556793955,0.182321556793955,"BONG",20,0,0,411847
"2552","Liberia","GBARPOLU","5/19/14",0,0,0.0198026272961797,0.0676586484738149,"GBARPOLU",20,0,0,102984
"2554","Liberia","GRAND BASSA","5/19/14",0,0,0.182321556793955,0.182321556793955,"GRANDBASSA",20,0,0,273790
"2556","Liberia","GRAND CAPE MOUNT","5/19/14",0,0,0.00747201483870106,0.69689016683878,"GRANDCAPEMOUNT",20,0,0,156938
"2558","Liberia","GRAND GEDEH","5/19/14",0,0,0,0,"GRANDGEDEH",20,0,0,154693
"2560","Liberia","GRAND KRU","5/19/14",0,0,0,0,"GRANDKRU",20,0,0,71522
"2562","Liberia","LOFA","5/19/14",0,0,0.0222502871543435,0.069990987904894,"LOFA",20,0,0,341924
"2564","Liberia","MARGIBI","5/19/14",0,0,1.60943482665246,1.60943174086129,"MARGIBI",20,0,0,259254
"2566","Liberia","MARYLAND","5/19/14",0,0,0,0,"MARYLAND",20,0,0,167883
"2568","Liberia","MONTSERRADO","5/19/14",1,1,0.182321074059554,0.182321074059554,"MONTSERRADO",20,0,0,1381022
"2570","Liberia","NIMBA","5/19/14",0,0,0,0,"NIMBA",20,0,0,570600
"2572","Liberia","RIVER GEE","5/19/14",0,0,0,0,"RIVERGEE",20,0,0,82484
"2574","Liberia","RIVERCESS","5/19/14",0,0,0,0,"RIVERCESS",20,0,0,88313
"2576","Liberia","SINOE","5/19/14",0,0,0,0,"SINOE",20,0,0,126452
"2578","Sierra Leone","BO","5/19/14",0,0,0.765467842139571,1.14740245283754,"BO",20,0,0,587350
"2580","Sierra Leone","BOMBALI","5/19/14",0,0,0,0,"BOMBALI",20,0,0,517326
"2582","Sierra Leone","BONTHE","5/19/14",0,0,0.182321556793955,0.22314355131421,"BONTHE",20,0,0,176948
"2584","Sierra Leone","KAILAHUN","5/19/14",3,3,2.19721870018628,2.19721870018628,"KAILAHUN",20,0,0,453736
"2586","Sierra Leone","KAMBIA","5/19/14",0,0,0,0,"KAMBIA",20,0,0,342607
"2588","Sierra Leone","KENEMA","5/19/14",0,0,0.470003629245736,0.502289292743704,"KENEMA",20,0,0,630774
"2590","Sierra Leone","KOINADUGU","5/19/14",0,0,0,0,"KOINADUGU",20,0,0,336648
"2592","Sierra Leone","KONO","5/19/14",0,0,0.336472236621213,0.336472236621213,"KONO",20,0,0,424868
"2594","Sierra Leone","MOYAMBA","5/19/14",0,0,0.048790164169432,0.0953101798043249,"MOYAMBA",20,0,0,330507
"2596","Sierra Leone","PORT LOKO","5/19/14",0,0,0,0,"PORTLOKO",20,0,0,574781
"2598","Sierra Leone","PUJEHUN","5/19/14",0,0,1.39871688111845,1.41159654398211,"PUJEHUN",20,0,0,289315
"2600","Sierra Leone","TONKOLILI","5/19/14",0,0,0.048790164169432,0.0953101798043249,"TONKOLILI",20,0,0,439810
"2602","Sierra Leone","WESTERN AREA RURAL","5/19/14",0,0,0,0,"WESTERNAREARURAL",20,0,0,1199763
"2604","Sierra Leone","WESTERN AREA URBAN","5/19/14",0,0,0,0,"WESTERNAREAURBAN",20,0,0,979034
"2606","Guinea","BEYLA","5/26/14",0,0,0,0,"BEYLA",21,0,0,325482
"2608","Guinea","BOFFA","5/26/14",5,3,0.832898411054413,1.02959809630553,"BOFFA",21,0,0,211063
"2610","Guinea","BOKE","5/26/14",0,0,1.6094379124341,2.07944154167984,"BOKE",21,0,0,449405
"2612","Guinea","CONAKRY","5/26/14",4,3,0.741923840054169,0.896070282043306,"CONAKRY",21,0,0,1667864
"2614","Guinea","COYAH","5/26/14",0,0,0.741937344729377,0.896088024556636,"COYAH",21,0,0,264164
"2616","Guinea","DABOLA","5/26/14",0,0,0,0,"DABOLA",21,0,0,182951
"2618","Guinea","DALABA","5/26/14",0,0,0,0,"DALABA",21,0,0,136320
"2620","Guinea","DINGUIRAYE","5/26/14",0,0,0,0,"DINGUIRAYE",21,0,0,195662
"2622","Guinea","DUBREKA","5/26/14",0,0,3.13549421592915,3.40119738166216,"DUBREKA",21,0,0,328418
"2624","Guinea","FARANAH","5/26/14",0,0,0.693147180559945,0.741937344729377,"FARANAH",21,0,0,280511
"2626","Guinea","FORECARIAH","5/26/14",0,0,0,0,"FORECARIAH",21,0,0,244649
"2628","Guinea","FRIA","5/26/14",0,0,0.741937344729377,0.896088024556636,"FRIA",21,0,0,96527
"2630","Guinea","GAOUAL","5/26/14",0,0,0,0,"GAOUAL",21,0,0,194245
"2632","Guinea","GUECKEDOU","5/26/14",14,7,0.710319777006121,0.762832201335864,"GUECKEDOU",21,0,0,291823
"2634","Guinea","KANKAN","5/26/14",0,0,0.693147180559945,0.741937344729377,"KANKAN",21,0,0,472112
"2636","Guinea","KEROUANE","5/26/14",0,0,0.693147180559945,0.741937344729377,"KEROUANE",21,0,0,211017
"2638","Guinea","KINDIA","5/26/14",0,0,0.741937344729377,0.896088024556636,"KINDIA",21,0,0,438315
"2640","Guinea","KISSIDOUGOU","5/26/14",0,0,3.04452243772342,3.13549421592915,"KISSIDOUGOU",21,0,0,283609
"2642","Guinea","KOUBIA","5/26/14",0,0,0,0,"KOUBIA",21,0,0,101171
"2644","Guinea","KOUNDARA","5/26/14",0,0,0,0,"KOUNDARA",21,0,0,130205
"2646","Guinea","KOUROUSSA","5/26/14",1,1,0.693145316444631,0.741931486069546,"KOUROUSSA",21,0,0,268224
"2648","Guinea","LABE","5/26/14",0,0,0,0,"LABE",21,0,0,318663
"2650","Guinea","LELOUMA","5/26/14",0,0,0,0,"LELOUMA",21,0,0,162634
"2652","Guinea","LOLA","5/26/14",0,0,0,0,"LOLA",21,0,0,175213
"2654","Guinea","MACENTA","5/26/14",10,6,0.693105273029743,0.741874123552944,"MACENTA",21,0,0,298282
"2656","Guinea","MALI","5/26/14",0,0,0,0,"MALI",21,0,0,290320
"2658","Guinea","MAMOU","5/26/14",0,0,0,0,"MAMOU",21,0,0,318738
"2660","Guinea","N'ZEREKORE","5/26/14",0,0,0,0,"NZEREKORE",21,0,0,396118
"2662","Guinea","PITA","5/26/14",0,0,0,0,"PITA",21,0,0,277059
"2664","Guinea","SIGUIRI","5/26/14",0,0,0,0,"SIGUIRI",21,0,0,695449
"2666","Guinea","TELIMELE","5/26/14",16,16,0.832869267438865,1.02956728718606,"TELIMELE",21,0,0,283639
"2668","Guinea","TOUGUE","5/26/14",0,0,0,0,"TOUGUE",21,0,0,122959
"2670","Guinea","YOMOU","5/26/14",0,0,0,0,"YOMOU",21,0,0,176664
"2672","Liberia","BOMI","5/26/14",0,0,0.048790164169432,0.0953101798043249,"BOMI",21,0,0,103887
"2674","Liberia","BONG","5/26/14",0,0,0.048790164169432,0.048790164169432,"BONG",21,0,0,411847
"2676","Liberia","GBARPOLU","5/26/14",0,0,0.0815799869924228,0.135404637006203,"GBARPOLU",21,0,0,102984
"2678","Liberia","GRAND BASSA","5/26/14",0,0,0.048790164169432,0.048790164169432,"GRANDBASSA",21,0,0,273790
"2680","Liberia","GRAND CAPE MOUNT","5/26/14",0,0,0.716619536745088,1.11596092700272,"GRANDCAPEMOUNT",21,0,0,156938
"2682","Liberia","GRAND GEDEH","5/26/14",0,0,0,0,"GRANDGEDEH",21,0,0,154693
"2684","Liberia","GRAND KRU","5/26/14",0,0,0,0,"GRANDKRU",21,0,0,71522
"2686","Liberia","LOFA","5/26/14",0,0,0.0815788414007314,0.135402044429984,"LOFA",21,0,0,341924
"2688","Liberia","MARGIBI","5/26/14",0,0,0.693145251947534,0.693143323331403,"MARGIBI",21,0,0,259254
"2690","Liberia","MARYLAND","5/26/14",0,0,0,0,"MARYLAND",21,0,0,167883
"2692","Liberia","MONTSERRADO","5/26/14",0,0,0.0487900262453413,0.0487900262453413,"MONTSERRADO",21,0,0,1381022
"2694","Liberia","NIMBA","5/26/14",0,0,0,0,"NIMBA",21,0,0,570600
"2696","Liberia","RIVER GEE","5/26/14",0,0,0,0,"RIVERGEE",21,0,0,82484
"2698","Liberia","RIVERCESS","5/26/14",0,0,0,0,"RIVERCESS",21,0,0,88313
"2700","Liberia","SINOE","5/26/14",0,0,0,0,"SINOE",21,0,0,126452
"2702","Sierra Leone","BO","5/26/14",0,0,1.78339121955754,2.20276475771183,"BO",21,0,0,587350
"2704","Sierra Leone","BOMBALI","5/26/14",0,0,0,0,"BOMBALI",21,0,0,517326
"2706","Sierra Leone","BONTHE","5/26/14",0,0,0.765467842139572,0.8754687373539,"BONTHE",21,0,0,176948
"2708","Sierra Leone","KAILAHUN","5/26/14",18,16,2.70801111740623,2.94439513170225,"KAILAHUN",21,0,0,453736
"2710","Sierra Leone","KAMBIA","5/26/14",0,0,0,0,"KAMBIA",21,0,0,342607
"2712","Sierra Leone","KENEMA","5/26/14",0,0,1.04819580275409,1.19543647330365,"KENEMA",21,0,0,630774
"2714","Sierra Leone","KOINADUGU","5/26/14",0,0,0,0,"KOINADUGU",21,0,0,336648
"2716","Sierra Leone","KONO","5/26/14",0,0,0.53062825106217,0.641853886172395,"KONO",21,0,0,424868
"2718","Sierra Leone","MOYAMBA","5/26/14",0,0,0.182321556793955,0.300104592450338,"MOYAMBA",21,0,0,330507
"2720","Sierra Leone","PORT LOKO","5/26/14",0,0,0,0,"PORTLOKO",21,0,0,574781
"2722","Sierra Leone","PUJEHUN","5/26/14",0,0,3.00580635912547,3.10705000968594,"PUJEHUN",21,0,0,289315
"2724","Sierra Leone","TONKOLILI","5/26/14",0,0,0.182321556793955,0.300104592450338,"TONKOLILI",21,0,0,439810
"2726","Sierra Leone","WESTERN AREA RURAL","5/26/14",0,0,0,0,"WESTERNAREARURAL",21,0,0,1199763
"2728","Sierra Leone","WESTERN AREA URBAN","5/26/14",0,0,0,0,"WESTERNAREAURBAN",21,0,0,979034
"2730","Guinea","BEYLA","6/2/14",0,0,0.0953101798043249,0.0953101798043249,"BEYLA",22,0,0,325482
"2732","Guinea","BOFFA","6/2/14",10,7,0.993218957976081,1.16309543381081,"BOFFA",22,0,0,211063
"2734","Guinea","BOKE","6/2/14",0,0,2.484906649788,2.63905732961526,"BOKE",22,0,0,449405
"2736","Guinea","CONAKRY","6/2/14",7,7,0.741921641601408,0.916270226394904,"CONAKRY",22,0,0,1667864
"2738","Guinea","COYAH","6/2/14",0,0,0.741937344729377,0.916290731874155,"COYAH",22,0,0,264164
"2740","Guinea","DABOLA","6/2/14",0,0,0,0,"DABOLA",22,0,0,182951
"2742","Guinea","DALABA","6/2/14",0,0,0,0,"DALABA",22,0,0,136320
"2744","Guinea","DINGUIRAYE","6/2/14",0,0,0,0,"DINGUIRAYE",22,0,0,195662
"2746","Guinea","DUBREKA","6/2/14",0,0,3.13766576944266,3.43559880837949,"DUBREKA",22,0,0,328418
"2748","Guinea","FARANAH","6/2/14",0,0,0.741937344729377,0.765467842139572,"FARANAH",22,0,0,280511
"2750","Guinea","FORECARIAH","6/2/14",0,0,0,0,"FORECARIAH",22,0,0,244649
"2752","Guinea","FRIA","6/2/14",0,0,1.1314021114911,1.25276296849537,"FRIA",22,0,0,96527
"2754","Guinea","GAOUAL","6/2/14",0,0,0,0,"GAOUAL",22,0,0,194245
"2756","Guinea","GUECKEDOU","6/2/14",7,6,0.805156360654367,0.831482852839851,"GUECKEDOU",22,0,0,291823
"2758","Guinea","KANKAN","6/2/14",0,0,0.741937344729377,0.765467842139572,"KANKAN",22,0,0,472112
"2760","Guinea","KEROUANE","6/2/14",0,0,0.78845736036427,0.810930216216329,"KEROUANE",22,0,0,211017
"2762","Guinea","KINDIA","6/2/14",1,1,0.741936149675964,0.916289362994672,"KINDIA",22,0,0,438315
"2764","Guinea","KISSIDOUGOU","6/2/14",0,0,3.13983261752775,3.18221184049661,"KISSIDOUGOU",22,0,0,283609
"2766","Guinea","KOUBIA","6/2/14",0,0,0,0,"KOUBIA",22,0,0,101171
"2768","Guinea","KOUNDARA","6/2/14",0,0,0,0,"KOUNDARA",22,0,0,130205
"2770","Guinea","KOUROUSSA","6/2/14",0,0,0.74193539184658,0.765461859617639,"KOUROUSSA",22,0,0,268224
"2772","Guinea","LABE","6/2/14",0,0,0,0,"LABE",22,0,0,318663
"2774","Guinea","LELOUMA","6/2/14",0,0,0,0,"LELOUMA",22,0,0,162634
"2776","Guinea","LOLA","6/2/14",0,0,0,0,"LOLA",22,0,0,175213
"2778","Guinea","MACENTA","6/2/14",1,1,1.41092106566211,1.42301417616551,"MACENTA",22,0,0,298282
"2780","Guinea","MALI","6/2/14",0,0,0,0,"MALI",22,0,0,290320
"2782","Guinea","MAMOU","6/2/14",0,0,0,0,"MAMOU",22,0,0,318738
"2784","Guinea","N'ZEREKORE","6/2/14",0,0,0.0953101798043249,0.0953101798043249,"NZEREKORE",22,0,0,396118
"2786","Guinea","PITA","6/2/14",0,0,0,0,"PITA",22,0,0,277059
"2788","Guinea","SIGUIRI","6/2/14",0,0,0,0,"SIGUIRI",22,0,0,695449
"2790","Guinea","TELIMELE","6/2/14",2,2,0.993202935614514,1.16309021157775,"TELIMELE",22,0,0,283639
"2792","Guinea","TOUGUE","6/2/14",0,0,0,0,"TOUGUE",22,0,0,122959
"2794","Guinea","YOMOU","6/2/14",0,0,0.0953101798043249,0.0953101798043249,"YOMOU",22,0,0,176664
"2796","Liberia","BOMI","6/2/14",0,0,0.048790164169432,0.0953101798043249,"BOMI",22,0,0,103887
"2798","Liberia","BONG","6/2/14",0,0,0.139761942375159,0.139761942375159,"BONG",22,0,0,411847
"2800","Liberia","GBARPOLU","6/2/14",0,0,0.083881483980702,0.137585662952563,"GBARPOLU",22,0,0,102984
"2802","Liberia","GRAND BASSA","6/2/14",0,0,0.139761942375159,0.139761942375159,"GRANDBASSA",22,0,0,273790
"2804","Liberia","GRAND CAPE MOUNT","6/2/14",0,0,0.750236147544072,1.14183140778809,"GRANDCAPEMOUNT",22,0,0,156938
"2806","Liberia","GRAND GEDEH","6/2/14",0,0,0,0,"GRANDGEDEH",22,0,0,154693
"2808","Liberia","GRAND KRU","6/2/14",0,0,0,0,"GRANDKRU",22,0,0,71522
"2810","Liberia","LOFA","6/2/14",2,2,0.0884669146262202,0.141930012975958,"LOFA",22,0,0,341924
"2812","Liberia","MARGIBI","6/2/14",0,0,1.09860971718407,1.09860714569341,"MARGIBI",22,0,0,259254
"2814","Liberia","MARYLAND","6/2/14",0,0,0,0,"MARYLAND",22,0,0,167883
"2816","Liberia","MONTSERRADO","6/2/14",1,1,0.0953098506672588,0.0953098506672588,"MONTSERRADO",22,0,0,1381022
"2818","Liberia","NIMBA","6/2/14",0,0,0.048790164169432,0.048790164169432,"NIMBA",22,0,0,570600
"2820","Liberia","RIVER GEE","6/2/14",0,0,0,0,"RIVERGEE",22,0,0,82484
"2822","Liberia","RIVERCESS","6/2/14",0,0,0.693147180559945,0.693147180559945,"RIVERCESS",22,0,0,88313
"2824","Liberia","SINOE","6/2/14",0,0,0.048790164169432,0.048790164169432,"SINOE",22,0,0,126452
"2826","Sierra Leone","BO","6/2/14",0,0,2.67414864942653,3.03495298670727,"BO",22,0,0,587350
"2828","Sierra Leone","BOMBALI","6/2/14",0,0,0.139761942375159,0.139761942375159,"BOMBALI",22,0,0,517326
"2830","Sierra Leone","BONTHE","6/2/14",0,0,1.3609765531356,1.50407739677627,"BONTHE",22,0,0,176948
"2832","Sierra Leone","KAILAHUN","6/2/14",32,28,2.77249160709,2.99562129978551,"KAILAHUN",22,0,0,453736
"2834","Sierra Leone","KAMBIA","6/2/14",0,0,0,0,"KAMBIA",22,0,0,342607
"2836","Sierra Leone","KENEMA","6/2/14",1,1,1.56913536041604,1.72365775401577,"KENEMA",22,0,0,630774
"2838","Sierra Leone","KOINADUGU","6/2/14",0,0,0.139761942375159,0.139761942375159,"KOINADUGU",22,0,0,336648
"2840","Sierra Leone","KONO","6/2/14",0,0,0.641853886172395,0.741937344729377,"KONO",22,0,0,424868
"2842","Sierra Leone","MOYAMBA","6/2/14",0,0,0.53062825106217,0.693147180559945,"MOYAMBA",22,0,0,330507
"2844","Sierra Leone","PORT LOKO","6/2/14",3,3,0.139761261586335,0.139761261586335,"PORTLOKO",22,0,0,574781
"2846","Sierra Leone","PUJEHUN","6/2/14",0,0,3.88264568671747,4.00469334026945,"PUJEHUN",22,0,0,289315
"2848","Sierra Leone","TONKOLILI","6/2/14",0,0,1.51512723296286,1.57897870494939,"TONKOLILI",22,0,0,439810
"2850","Sierra Leone","WESTERN AREA RURAL","6/2/14",0,0,0,0,"WESTERNAREARURAL",22,0,0,1199763
"2852","Sierra Leone","WESTERN AREA URBAN","6/2/14",0,0,0,0,"WESTERNAREAURBAN",22,0,0,979034
"2854","Guinea","BEYLA","6/9/14",0,0,0.500775287912489,0.53062825106217,"BEYLA",23,0,0,325482
"2856","Guinea","BOFFA","6/9/14",4,3,1.25271558815441,1.42303281005806,"BOFFA",23,0,0,211063
"2858","Guinea","BOKE","6/9/14",0,0,2.48906465993666,2.77570884957602,"BOKE",23,0,0,449405
"2860","Guinea","CONAKRY","6/9/14",4,1,1.04729914518512,1.19389697736921,"CONAKRY",23,0,0,1667864
"2862","Guinea","COYAH","6/9/14",0,0,1.04731899428056,1.19392246847243,"COYAH",23,0,0,264164
"2864","Guinea","DABOLA","6/9/14",0,0,0,0,"DABOLA",23,0,0,182951
"2866","Guinea","DALABA","6/9/14",0,0,0.048790164169432,0.048790164169432,"DALABA",23,0,0,136320
"2868","Guinea","DINGUIRAYE","6/9/14",0,0,0,0,"DINGUIRAYE",23,0,0,195662
"2870","Guinea","DUBREKA","6/9/14",0,0,3.64021428213266,3.85227300102237,"DUBREKA",23,0,0,328418
"2872","Guinea","FARANAH","6/9/14",0,0,0.667829372575656,0.667829372575656,"FARANAH",23,0,0,280511
"2874","Guinea","FORECARIAH","6/9/14",0,0,0,0,"FORECARIAH",23,0,0,244649
"2876","Guinea","FRIA","6/9/14",0,0,1.3609765531356,1.47017584510059,"FRIA",23,0,0,96527
"2878","Guinea","GAOUAL","6/9/14",0,0,0.0953101798043249,0.0953101798043249,"GAOUAL",23,0,0,194245
"2880","Guinea","GUECKEDOU","6/9/14",25,24,0.961942223414341,0.984454049432901,"GUECKEDOU",23,0,0,291823
"2882","Guinea","KANKAN","6/9/14",0,0,0.667829372575656,0.667829372575656,"KANKAN",23,0,0,472112
"2884","Guinea","KEROUANE","6/9/14",0,0,0.955511445027436,0.974559639998131,"KEROUANE",23,0,0,211017
"2886","Guinea","KINDIA","6/9/14",0,0,1.08180366226406,1.22377382117547,"KINDIA",23,0,0,438315
"2888","Guinea","KISSIDOUGOU","6/9/14",0,0,3.02771531940704,3.03013370027132,"KISSIDOUGOU",23,0,0,283609
"2890","Guinea","KOUBIA","6/9/14",0,0,0.048790164169432,0.048790164169432,"KOUBIA",23,0,0,101171
"2892","Guinea","KOUNDARA","6/9/14",0,0,0.048790164169432,0.048790164169432,"KOUNDARA",23,0,0,130205
