"","Country","District","Case_Type","Week","Probable","Confirmed","confirmed.foi","probable.foi","probable_cumulative","confirmed_cumulative","population_size","log_normalized_probable","normalized_confirmed","normalized_probable_cumulative","normalized_confirmed_cumulative"
"1044","Guinea","GAOUAL"," Probable",2015-01-27,0,0,0,0,0,0,194245,0,0,0,0
"1048","Guinea","GUECKEDOU"," Probable",2015-01-27,3,0,0,0,10,0,291823,1.02802040963187e-05,0,3.42673469877289e-05,0
"1052","Guinea","KANKAN"," Probable",2015-01-27,0,0,0,0,0,0,472112,0,0,0,0
"1056","Guinea","KEROUANE"," Probable",2015-01-27,0,0,0,0,0,0,211017,0,0,0,0
"1060","Guinea","KINDIA"," Probable",2015-01-27,0,0,0,0.148420005118273,0,0,438315,0,0,0,0
"1064","Guinea","KISSIDOUGOU"," Probable",2015-01-27,0,0,0,0,0,0,283609,0,0,0,0
"1068","Guinea","KOUBIA"," Probable",2015-01-27,0,0,0,0,0,0,101171,0,0,0,0
"1072","Guinea","KOUNDARA"," Probable",2015-01-27,0,0,0,0,0,0,130205,0,0,0,0
"1076","Guinea","KOUROUSSA"," Probable",2015-01-27,0,0,0,0,0,0,268224,0,0,0,0
"1080","Guinea","LABE"," Probable",2015-01-27,0,0,0,0,0,0,318663,0,0,0,0
"1084","Guinea","LELOUMA"," Probable",2015-01-27,0,0,0,0,0,0,162634,0,0,0,0
"1088","Guinea","LOLA"," Probable",2015-01-27,0,0,0,0,0,0,175213,0,0,0,0
"1092","Guinea","MACENTA"," Probable",2015-01-27,0,0,0,0,0,0,298282,0,0,0,0
"1096","Guinea","MALI"," Probable",2015-01-27,0,0,0,0,0,0,290320,0,0,0,0
"1100","Guinea","MAMOU"," Probable",2015-01-27,0,0,0,0,0,0,318738,0,0,0,0
"1104","Guinea","NZEREKORE"," Probable",2015-01-27,0,0,0,0,0,0,396118,0,0,0,0
"1108","Guinea","PITA"," Probable",2015-01-27,0,0,0,0,0,0,277059,0,0,0,0
"1112","Guinea","SIGUIRI"," Probable",2015-01-27,0,0,0,0,0,0,695449,0,0,0,0
"1116","Guinea","TELIMELE"," Probable",2015-01-27,0,0,0,0.148420005118273,0,0,283639,0,0,0,0
"1120","Guinea","TOUGUE"," Probable",2015-01-27,0,0,0,0,0,0,122959,0,0,0,0
"1124","Guinea","YOMOU"," Probable",2015-01-27,0,0,0,0,0,0,176664,0,0,0,0
"1128","Liberia","BOMI"," Probable",2015-01-27,0,0,0,0,0,0,103887,0,0,0,0
"1132","Liberia","BONG"," Probable",2015-01-27,0,0,0,0,0,0,411847,0,0,0,0
"1136","Liberia","GBARPOLU"," Probable",2015-01-27,0,0,0,0,0,0,102984,0,0,0,0
"1140","Liberia","GRANDBASSA"," Probable",2015-01-27,0,0,0,0,0,0,273790,0,0,0,0
"1144","Liberia","GRANDCAPEMOUNT"," Probable",2015-01-27,0,0,0,0,0,0,156938,0,0,0,0
"1148","Liberia","GRANDGEDEH"," Probable",2015-01-27,0,0,0,0,0,0,154693,0,0,0,0
"1152","Liberia","GRANDKRU"," Probable",2015-01-27,0,0,0,0,0,0,71522,0,0,0,0
"1156","Liberia","LOFA"," Probable",2015-01-27,0,0,0,0,0,0,341924,0,0,0,0
"1160","Liberia","MARGIBI"," Probable",2015-01-27,0,0,0,0,0,0,259254,0,0,0,0
"1164","Liberia","MARYLAND"," Probable",2015-01-27,0,0,0,0,0,0,167883,0,0,0,0
"1168","Liberia","MONTSERRADO"," Probable",2015-01-27,0,0,0,0,0,0,1381022,0,0,0,0
"1172","Liberia","NIMBA"," Probable",2015-01-27,0,0,0,0,0,0,570600,0,0,0,0
"1176","Liberia","RIVERGEE"," Probable",2015-01-27,0,0,0,0,0,0,82484,0,0,0,0
"1180","Liberia","RIVERCESS"," Probable",2015-01-27,0,0,0,0,0,0,88313,0,0,0,0
"1184","Liberia","SINOE"," Probable",2015-01-27,0,0,0,0,0,0,126452,0,0,0,0
"1188","Sierra Leone","BO"," Probable",2015-01-27,0,0,0,0,0,0,587350,0,0,0,0
"1192","Sierra Leone","BOMBALI"," Probable",2015-01-27,0,0,0,0,0,0,517326,0,0,0,0
"1196","Sierra Leone","BONTHE"," Probable",2015-01-27,0,0,0,0,0,0,176948,0,0,0,0
"1200","Sierra Leone","KAILAHUN"," Probable",2015-01-27,0,0,0,0,0,0,453736,0,0,0,0
"1204","Sierra Leone","KAMBIA"," Probable",2015-01-27,0,0,0,0,0,0,342607,0,0,0,0
"1208","Sierra Leone","KENEMA"," Probable",2015-01-27,0,0,0,0,0,0,630774,0,0,0,0
"1212","Sierra Leone","KOINADUGU"," Probable",2015-01-27,0,0,0,0,0,0,336648,0,0,0,0
"1216","Sierra Leone","KONO"," Probable",2015-01-27,0,0,0,0,0,0,424868,0,0,0,0
"1220","Sierra Leone","MOYAMBA"," Probable",2015-01-27,0,0,0,0,0,0,330507,0,0,0,0
"1224","Sierra Leone","PORTLOKO"," Probable",2015-01-27,0,0,0,0,0,0,574781,0,0,0,0
"1228","Sierra Leone","PUJEHUN"," Probable",2015-01-27,0,0,0,0,0,0,289315,0,0,0,0
"1232","Sierra Leone","TONKOLILI"," Probable",2015-01-27,0,0,0,0,0,0,439810,0,0,0,0
"1236","Sierra Leone","WESTERNAREARURAL"," Probable",2015-01-27,0,0,0,0,0,0,1199763,0,0,0,0
"1240","Sierra Leone","WESTERNAREAURBAN"," Probable",2015-01-27,0,0,0,0,0,0,979034,0,0,0,0
"1244","Guinea","BEYLA"," Probable",2015-02-03,0,0,0,0,0,0,325482,0,0,0,0
"1248","Guinea","BOFFA"," Probable",2015-02-03,0,0,0,0.231111720963387,0,0,211063,0,0,0,0
"1252","Guinea","BOKE"," Probable",2015-02-03,0,0,0,0,0,0,449405,0,0,0,0
"1256","Guinea","CONAKRY"," Probable",2015-02-03,0,0,0,0.231111720963387,0,0,1667864,0,0,0,0
"1260","Guinea","COYAH"," Probable",2015-02-03,0,0,0,0.231111720963387,0,0,264164,0,0,0,0
"1264","Guinea","DABOLA"," Probable",2015-02-03,0,0,0,0,0,0,182951,0,0,0,0
"1268","Guinea","DALABA"," Probable",2015-02-03,0,0,0,0,0,0,136320,0,0,0,0
"1272","Guinea","DINGUIRAYE"," Probable",2015-02-03,0,0,0,0,0,0,195662,0,0,0,0
"1276","Guinea","DUBREKA"," Probable",2015-02-03,0,0,0,2.63905732961526,0,0,328418,0,0,0,0
"1280","Guinea","FARANAH"," Probable",2015-02-03,0,0,0,0,0,0,280511,0,0,0,0
"1284","Guinea","FORECARIAH"," Probable",2015-02-03,0,0,0,0,0,0,244649,0,0,0,0
"1288","Guinea","FRIA"," Probable",2015-02-03,0,0,0,0.231111720963387,0,0,96527,0,0,0,0
"1292","Guinea","GAOUAL"," Probable",2015-02-03,0,0,0,0,0,0,194245,0,0,0,0
"1296","Guinea","GUECKEDOU"," Probable",2015-02-03,5,0,0,0,15,0,291823,1.71336734938644e-05,0,5.14010204815933e-05,0
"1300","Guinea","KANKAN"," Probable",2015-02-03,0,0,0,0,0,0,472112,0,0,0,0
"1304","Guinea","KEROUANE"," Probable",2015-02-03,0,0,0,0,0,0,211017,0,0,0,0
"1308","Guinea","KINDIA"," Probable",2015-02-03,0,0,0,0.231111720963387,0,0,438315,0,0,0,0
"1312","Guinea","KISSIDOUGOU"," Probable",2015-02-03,0,0,0,0,0,0,283609,0,0,0,0
"1316","Guinea","KOUBIA"," Probable",2015-02-03,0,0,0,0,0,0,101171,0,0,0,0
"1320","Guinea","KOUNDARA"," Probable",2015-02-03,0,0,0,0,0,0,130205,0,0,0,0
"1324","Guinea","KOUROUSSA"," Probable",2015-02-03,0,0,0,0,0,0,268224,0,0,0,0
"1328","Guinea","LABE"," Probable",2015-02-03,0,0,0,0,0,0,318663,0,0,0,0
"1332","Guinea","LELOUMA"," Probable",2015-02-03,0,0,0,0,0,0,162634,0,0,0,0
"1336","Guinea","LOLA"," Probable",2015-02-03,0,0,0,0,0,0,175213,0,0,0,0
"1340","Guinea","MACENTA"," Probable",2015-02-03,0,0,0,0,0,0,298282,0,0,0,0
"1344","Guinea","MALI"," Probable",2015-02-03,0,0,0,0,0,0,290320,0,0,0,0
"1348","Guinea","MAMOU"," Probable",2015-02-03,0,0,0,0,0,0,318738,0,0,0,0
"1352","Guinea","NZEREKORE"," Probable",2015-02-03,0,0,0,0,0,0,396118,0,0,0,0
"1356","Guinea","PITA"," Probable",2015-02-03,0,0,0,0,0,0,277059,0,0,0,0
"1360","Guinea","SIGUIRI"," Probable",2015-02-03,0,0,0,0,0,0,695449,0,0,0,0
"1364","Guinea","TELIMELE"," Probable",2015-02-03,0,0,0,0.231111720963387,0,0,283639,0,0,0,0
"1368","Guinea","TOUGUE"," Probable",2015-02-03,0,0,0,0,0,0,122959,0,0,0,0
"1372","Guinea","YOMOU"," Probable",2015-02-03,0,0,0,0,0,0,176664,0,0,0,0
"1376","Liberia","BOMI"," Probable",2015-02-03,0,0,0,0,0,0,103887,0,0,0,0
"1380","Liberia","BONG"," Probable",2015-02-03,0,0,0,0,0,0,411847,0,0,0,0
"1384","Liberia","GBARPOLU"," Probable",2015-02-03,0,0,0,0,0,0,102984,0,0,0,0
"1388","Liberia","GRANDBASSA"," Probable",2015-02-03,0,0,0,0,0,0,273790,0,0,0,0
"1392","Liberia","GRANDCAPEMOUNT"," Probable",2015-02-03,0,0,0,0,0,0,156938,0,0,0,0
"1396","Liberia","GRANDGEDEH"," Probable",2015-02-03,0,0,0,0,0,0,154693,0,0,0,0
"1400","Liberia","GRANDKRU"," Probable",2015-02-03,0,0,0,0,0,0,71522,0,0,0,0
"1404","Liberia","LOFA"," Probable",2015-02-03,0,0,0,0,0,0,341924,0,0,0,0
"1408","Liberia","MARGIBI"," Probable",2015-02-03,0,0,0,0,0,0,259254,0,0,0,0
"1412","Liberia","MARYLAND"," Probable",2015-02-03,0,0,0,0,0,0,167883,0,0,0,0
"1416","Liberia","MONTSERRADO"," Probable",2015-02-03,0,0,0,0,0,0,1381022,0,0,0,0
"1420","Liberia","NIMBA"," Probable",2015-02-03,0,0,0,0,0,0,570600,0,0,0,0
"1424","Liberia","RIVERGEE"," Probable",2015-02-03,0,0,0,0,0,0,82484,0,0,0,0
"1428","Liberia","RIVERCESS"," Probable",2015-02-03,0,0,0,0,0,0,88313,0,0,0,0
"1432","Liberia","SINOE"," Probable",2015-02-03,0,0,0,0,0,0,126452,0,0,0,0
"1436","Sierra Leone","BO"," Probable",2015-02-03,0,0,0,0,0,0,587350,0,0,0,0
"1440","Sierra Leone","BOMBALI"," Probable",2015-02-03,0,0,0,0,0,0,517326,0,0,0,0
"1444","Sierra Leone","BONTHE"," Probable",2015-02-03,0,0,0,0,0,0,176948,0,0,0,0
"1448","Sierra Leone","KAILAHUN"," Probable",2015-02-03,0,0,0,0,0,0,453736,0,0,0,0
"1452","Sierra Leone","KAMBIA"," Probable",2015-02-03,0,0,0,0,0,0,342607,0,0,0,0
"1456","Sierra Leone","KENEMA"," Probable",2015-02-03,0,0,0,0,0,0,630774,0,0,0,0
"1460","Sierra Leone","KOINADUGU"," Probable",2015-02-03,0,0,0,0,0,0,336648,0,0,0,0
"1464","Sierra Leone","KONO"," Probable",2015-02-03,0,0,0,0,0,0,424868,0,0,0,0
"1468","Sierra Leone","MOYAMBA"," Probable",2015-02-03,0,0,0,0,0,0,330507,0,0,0,0
"1472","Sierra Leone","PORTLOKO"," Probable",2015-02-03,0,0,0,0,0,0,574781,0,0,0,0
"1476","Sierra Leone","PUJEHUN"," Probable",2015-02-03,0,0,0,0,0,0,289315,0,0,0,0
"1480","Sierra Leone","TONKOLILI"," Probable",2015-02-03,0,0,0,0,0,0,439810,0,0,0,0
"1484","Sierra Leone","WESTERNAREARURAL"," Probable",2015-02-03,0,0,0,0,0,0,1199763,0,0,0,0
"1488","Sierra Leone","WESTERNAREAURBAN"," Probable",2015-02-03,0,0,0,0,0,0,979034,0,0,0,0
"1492","Guinea","BEYLA"," Probable",2015-02-10,0,0,0,0,0,0,325482,0,0,0,0
"1496","Guinea","BOFFA"," Probable",2015-02-10,0,0,0,0.182321556793955,0,0,211063,0,0,0,0
"1500","Guinea","BOKE"," Probable",2015-02-10,0,0,0,0,0,0,449405,0,0,0,0
"1504","Guinea","CONAKRY"," Probable",2015-02-10,0,0,0,0.182321556793955,0,0,1667864,0,0,0,0
"1508","Guinea","COYAH"," Probable",2015-02-10,0,0,0,0.182321556793955,0,0,264164,0,0,0,0
"1512","Guinea","DABOLA"," Probable",2015-02-10,0,0,0,0,0,0,182951,0,0,0,0
"1516","Guinea","DALABA"," Probable",2015-02-10,0,0,0,0,0,0,136320,0,0,0,0
"1520","Guinea","DINGUIRAYE"," Probable",2015-02-10,0,0,0,0,0,0,195662,0,0,0,0
"1524","Guinea","DUBREKA"," Probable",2015-02-10,0,0,0,2.39789527279837,0,0,328418,0,0,0,0
"1528","Guinea","FARANAH"," Probable",2015-02-10,0,0,0,0,0,0,280511,0,0,0,0
"1532","Guinea","FORECARIAH"," Probable",2015-02-10,0,0,0,0,0,0,244649,0,0,0,0
"1536","Guinea","FRIA"," Probable",2015-02-10,0,0,0,0.182321556793955,0,0,96527,0,0,0,0
"1540","Guinea","GAOUAL"," Probable",2015-02-10,0,0,0,0,0,0,194245,0,0,0,0
"1544","Guinea","GUECKEDOU"," Probable",2015-02-10,2,0,0,0.000999442136788347,17,0,291823,6.85346939754577e-06,0,5.82544898791391e-05,0
"1548","Guinea","KANKAN"," Probable",2015-02-10,0,0,0,0,0,0,472112,0,0,0,0
"1552","Guinea","KEROUANE"," Probable",2015-02-10,0,0,0,0,0,0,211017,0,0,0,0
"1556","Guinea","KINDIA"," Probable",2015-02-10,0,0,0,0.182321556793955,0,0,438315,0,0,0,0
"1560","Guinea","KISSIDOUGOU"," Probable",2015-02-10,0,0,0,0,0,0,283609,0,0,0,0
"1564","Guinea","KOUBIA"," Probable",2015-02-10,0,0,0,0,0,0,101171,0,0,0,0
"1568","Guinea","KOUNDARA"," Probable",2015-02-10,0,0,0,0,0,0,130205,0,0,0,0
"1572","Guinea","KOUROUSSA"," Probable",2015-02-10,0,0,0,0,0,0,268224,0,0,0,0
"1576","Guinea","LABE"," Probable",2015-02-10,0,0,0,0,0,0,318663,0,0,0,0
"1580","Guinea","LELOUMA"," Probable",2015-02-10,0,0,0,0,0,0,162634,0,0,0,0
"1584","Guinea","LOLA"," Probable",2015-02-10,0,0,0,0,0,0,175213,0,0,0,0
"1588","Guinea","MACENTA"," Probable",2015-02-10,1,0,0,0,1,0,298282,3.35253216754615e-06,0,3.35253216754615e-06,0
"1592","Guinea","MALI"," Probable",2015-02-10,0,0,0,0,0,0,290320,0,0,0,0
"1596","Guinea","MAMOU"," Probable",2015-02-10,0,0,0,0,0,0,318738,0,0,0,0
"1600","Guinea","NZEREKORE"," Probable",2015-02-10,0,0,0,0,0,0,396118,0,0,0,0
"1604","Guinea","PITA"," Probable",2015-02-10,0,0,0,0,0,0,277059,0,0,0,0
"1608","Guinea","SIGUIRI"," Probable",2015-02-10,0,0,0,0,0,0,695449,0,0,0,0
"1612","Guinea","TELIMELE"," Probable",2015-02-10,0,0,0,0.182321556793955,0,0,283639,0,0,0,0
"1616","Guinea","TOUGUE"," Probable",2015-02-10,0,0,0,0,0,0,122959,0,0,0,0
"1620","Guinea","YOMOU"," Probable",2015-02-10,0,0,0,0,0,0,176664,0,0,0,0
"1624","Liberia","BOMI"," Probable",2015-02-10,0,0,0,0,0,0,103887,0,0,0,0
"1628","Liberia","BONG"," Probable",2015-02-10,0,0,0,0,0,0,411847,0,0,0,0
"1632","Liberia","GBARPOLU"," Probable",2015-02-10,0,0,0,0.000999500333083423,0,0,102984,0,0,0,0
"1636","Liberia","GRANDBASSA"," Probable",2015-02-10,0,0,0,0,0,0,273790,0,0,0,0
"1640","Liberia","GRANDCAPEMOUNT"," Probable",2015-02-10,0,0,0,0,0,0,156938,0,0,0,0
"1644","Liberia","GRANDGEDEH"," Probable",2015-02-10,0,0,0,0,0,0,154693,0,0,0,0
"1648","Liberia","GRANDKRU"," Probable",2015-02-10,0,0,0,0,0,0,71522,0,0,0,0
"1652","Liberia","LOFA"," Probable",2015-02-10,0,0,0,0.000999500333083423,0,0,341924,0,0,0,0
"1656","Liberia","MARGIBI"," Probable",2015-02-10,0,0,0,0,0,0,259254,0,0,0,0
"1660","Liberia","MARYLAND"," Probable",2015-02-10,0,0,0,0,0,0,167883,0,0,0,0
"1664","Liberia","MONTSERRADO"," Probable",2015-02-10,0,0,0,0,0,0,1381022,0,0,0,0
"1668","Liberia","NIMBA"," Probable",2015-02-10,0,0,0,0,0,0,570600,0,0,0,0
"1672","Liberia","RIVERGEE"," Probable",2015-02-10,0,0,0,0,0,0,82484,0,0,0,0
"1676","Liberia","RIVERCESS"," Probable",2015-02-10,0,0,0,0,0,0,88313,0,0,0,0
"1680","Liberia","SINOE"," Probable",2015-02-10,0,0,0,0,0,0,126452,0,0,0,0
"1684","Sierra Leone","BO"," Probable",2015-02-10,0,0,0,0,0,0,587350,0,0,0,0
"1688","Sierra Leone","BOMBALI"," Probable",2015-02-10,0,0,0,0,0,0,517326,0,0,0,0
"1692","Sierra Leone","BONTHE"," Probable",2015-02-10,0,0,0,0,0,0,176948,0,0,0,0
"1696","Sierra Leone","KAILAHUN"," Probable",2015-02-10,0,0,0,0.693147180559945,0,0,453736,0,0,0,0
"1700","Sierra Leone","KAMBIA"," Probable",2015-02-10,0,0,0,0,0,0,342607,0,0,0,0
"1704","Sierra Leone","KENEMA"," Probable",2015-02-10,0,0,0,0.0198026272961797,0,0,630774,0,0,0,0
"1708","Sierra Leone","KOINADUGU"," Probable",2015-02-10,0,0,0,0,0,0,336648,0,0,0,0
"1712","Sierra Leone","KONO"," Probable",2015-02-10,0,0,0,0.0198026272961797,0,0,424868,0,0,0,0
"1716","Sierra Leone","MOYAMBA"," Probable",2015-02-10,0,0,0,0,0,0,330507,0,0,0,0
"1720","Sierra Leone","PORTLOKO"," Probable",2015-02-10,0,0,0,0,0,0,574781,0,0,0,0
"1724","Sierra Leone","PUJEHUN"," Probable",2015-02-10,0,0,0,0,0,0,289315,0,0,0,0
"1728","Sierra Leone","TONKOLILI"," Probable",2015-02-10,0,0,0,0,0,0,439810,0,0,0,0
"1732","Sierra Leone","WESTERNAREARURAL"," Probable",2015-02-10,0,0,0,0,0,0,1199763,0,0,0,0
"1736","Sierra Leone","WESTERNAREAURBAN"," Probable",2015-02-10,0,0,0,0,0,0,979034,0,0,0,0
"1740","Guinea","BEYLA"," Probable",2015-02-17,0,0,0,0,0,0,325482,0,0,0,0
"1744","Guinea","BOFFA"," Probable",2015-02-17,0,0,0,0.182321556793955,0,0,211063,0,0,0,0
"1748","Guinea","BOKE"," Probable",2015-02-17,0,0,0,0,0,0,449405,0,0,0,0
"1752","Guinea","CONAKRY"," Probable",2015-02-17,0,0,0,0.182321556793955,0,0,1667864,0,0,0,0
"1756","Guinea","COYAH"," Probable",2015-02-17,0,0,0,0.182321556793955,0,0,264164,0,0,0,0
"1760","Guinea","DABOLA"," Probable",2015-02-17,0,0,0,0,0,0,182951,0,0,0,0
"1764","Guinea","DALABA"," Probable",2015-02-17,0,0,0,0,0,0,136320,0,0,0,0
"1768","Guinea","DINGUIRAYE"," Probable",2015-02-17,0,0,0,0,0,0,195662,0,0,0,0
"1772","Guinea","DUBREKA"," Probable",2015-02-17,0,0,0,2.39789527279837,0,0,328418,0,0,0,0
"1776","Guinea","FARANAH"," Probable",2015-02-17,0,0,0,0,0,0,280511,0,0,0,0
"1780","Guinea","FORECARIAH"," Probable",2015-02-17,0,0,0,0,0,0,244649,0,0,0,0
"1784","Guinea","FRIA"," Probable",2015-02-17,0,0,0,0.182321556793955,0,0,96527,0,0,0,0
"1788","Guinea","GAOUAL"," Probable",2015-02-17,0,0,0,0,0,0,194245,0,0,0,0
"1792","Guinea","GUECKEDOU"," Probable",2015-02-17,3,0,0,0.00299530399066294,20,0,291823,1.02802040963187e-05,0,6.85346939754577e-05,0
"1796","Guinea","KANKAN"," Probable",2015-02-17,0,0,0,0,0,0,472112,0,0,0,0
"1800","Guinea","KEROUANE"," Probable",2015-02-17,0,0,0,0,0,0,211017,0,0,0,0
"1804","Guinea","KINDIA"," Probable",2015-02-17,0,0,0,0.182321556793955,0,0,438315,0,0,0,0
"1808","Guinea","KISSIDOUGOU"," Probable",2015-02-17,0,0,0,0,0,0,283609,0,0,0,0
"1812","Guinea","KOUBIA"," Probable",2015-02-17,0,0,0,0,0,0,101171,0,0,0,0
"1816","Guinea","KOUNDARA"," Probable",2015-02-17,0,0,0,0,0,0,130205,0,0,0,0
"1820","Guinea","KOUROUSSA"," Probable",2015-02-17,0,0,0,0,0,0,268224,0,0,0,0
"1824","Guinea","LABE"," Probable",2015-02-17,0,0,0,0,0,0,318663,0,0,0,0
"1828","Guinea","LELOUMA"," Probable",2015-02-17,0,0,0,0,0,0,162634,0,0,0,0
"1832","Guinea","LOLA"," Probable",2015-02-17,0,0,0,0,0,0,175213,0,0,0,0
"1836","Guinea","MACENTA"," Probable",2015-02-17,2,0,0,0,3,0,298282,6.7050643350923e-06,0,1.00575965026384e-05,0
"1840","Guinea","MALI"," Probable",2015-02-17,0,0,0,0,0,0,290320,0,0,0,0
"1844","Guinea","MAMOU"," Probable",2015-02-17,0,0,0,0,0,0,318738,0,0,0,0
"1848","Guinea","NZEREKORE"," Probable",2015-02-17,0,0,0,0,0,0,396118,0,0,0,0
"1852","Guinea","PITA"," Probable",2015-02-17,0,0,0,0,0,0,277059,0,0,0,0
"1856","Guinea","SIGUIRI"," Probable",2015-02-17,0,0,0,0,0,0,695449,0,0,0,0
"1860","Guinea","TELIMELE"," Probable",2015-02-17,0,0,0,0.182321556793955,0,0,283639,0,0,0,0
"1864","Guinea","TOUGUE"," Probable",2015-02-17,0,0,0,0,0,0,122959,0,0,0,0
"1868","Guinea","YOMOU"," Probable",2015-02-17,0,0,0,0,0,0,176664,0,0,0,0
"1872","Liberia","BOMI"," Probable",2015-02-17,0,0,0,0,0,0,103887,0,0,0,0
"1876","Liberia","BONG"," Probable",2015-02-17,0,0,0,0,0,0,411847,0,0,0,0
"1880","Liberia","GBARPOLU"," Probable",2015-02-17,0,0,0,0.00299550897979837,0,0,102984,0,0,0,0
"1884","Liberia","GRANDBASSA"," Probable",2015-02-17,0,0,0,0,0,0,273790,0,0,0,0
"1888","Liberia","GRANDCAPEMOUNT"," Probable",2015-02-17,0,0,0,0,0,0,156938,0,0,0,0
"1892","Liberia","GRANDGEDEH"," Probable",2015-02-17,0,0,0,0,0,0,154693,0,0,0,0
"1896","Liberia","GRANDKRU"," Probable",2015-02-17,0,0,0,0,0,0,71522,0,0,0,0
"1900","Liberia","LOFA"," Probable",2015-02-17,0,0,0,0.00299550897979837,0,0,341924,0,0,0,0
"1904","Liberia","MARGIBI"," Probable",2015-02-17,0,0,0,0,0,0,259254,0,0,0,0
"1908","Liberia","MARYLAND"," Probable",2015-02-17,0,0,0,0,0,0,167883,0,0,0,0
"1912","Liberia","MONTSERRADO"," Probable",2015-02-17,0,0,0,0,0,0,1381022,0,0,0,0
"1916","Liberia","NIMBA"," Probable",2015-02-17,0,0,0,0,0,0,570600,0,0,0,0
"1920","Liberia","RIVERGEE"," Probable",2015-02-17,0,0,0,0,0,0,82484,0,0,0,0
"1924","Liberia","RIVERCESS"," Probable",2015-02-17,0,0,0,0,0,0,88313,0,0,0,0
"1928","Liberia","SINOE"," Probable",2015-02-17,0,0,0,0,0,0,126452,0,0,0,0
"1932","Sierra Leone","BO"," Probable",2015-02-17,0,0,0,0,0,0,587350,0,0,0,0
"1936","Sierra Leone","BOMBALI"," Probable",2015-02-17,0,0,0,0,0,0,517326,0,0,0,0
"1940","Sierra Leone","BONTHE"," Probable",2015-02-17,0,0,0,0,0,0,176948,0,0,0,0
"1944","Sierra Leone","KAILAHUN"," Probable",2015-02-17,0,0,0,1.38629436111989,0,0,453736,0,0,0,0
"1948","Sierra Leone","KAMBIA"," Probable",2015-02-17,0,0,0,0,0,0,342607,0,0,0,0
"1952","Sierra Leone","KENEMA"," Probable",2015-02-17,0,0,0,0.0582689081239758,0,0,630774,0,0,0,0
"1956","Sierra Leone","KOINADUGU"," Probable",2015-02-17,0,0,0,0,0,0,336648,0,0,0,0
"1960","Sierra Leone","KONO"," Probable",2015-02-17,0,0,0,0.0582689081239758,0,0,424868,0,0,0,0
"1964","Sierra Leone","MOYAMBA"," Probable",2015-02-17,0,0,0,0,0,0,330507,0,0,0,0
"1968","Sierra Leone","PORTLOKO"," Probable",2015-02-17,0,0,0,0,0,0,574781,0,0,0,0
"1972","Sierra Leone","PUJEHUN"," Probable",2015-02-17,0,0,0,0,0,0,289315,0,0,0,0
"1976","Sierra Leone","TONKOLILI"," Probable",2015-02-17,0,0,0,0,0,0,439810,0,0,0,0
"1980","Sierra Leone","WESTERNAREARURAL"," Probable",2015-02-17,0,0,0,0,0,0,1199763,0,0,0,0
"1984","Sierra Leone","WESTERNAREAURBAN"," Probable",2015-02-17,0,0,0,0,0,0,979034,0,0,0,0
"1988","Guinea","BEYLA"," Probable",2015-02-24,0,0,0,0,0,0,325482,0,0,0,0
"1992","Guinea","BOFFA"," Probable",2015-02-24,0,0,0,0.215111379616945,0,0,211063,0,0,0,0
"1996","Guinea","BOKE"," Probable",2015-02-24,0,0,0,0,0,0,449405,0,0,0,0
"2000","Guinea","CONAKRY"," Probable",2015-02-24,0,0,0,0.215111379616945,0,0,1667864,0,0,0,0
"2004","Guinea","COYAH"," Probable",2015-02-24,0,0,0,0.215111379616945,0,0,264164,0,0,0,0
"2008","Guinea","DABOLA"," Probable",2015-02-24,0,0,0,0,0,0,182951,0,0,0,0
"2012","Guinea","DALABA"," Probable",2015-02-24,0,0,0,0,0,0,136320,0,0,0,0
"2016","Guinea","DINGUIRAYE"," Probable",2015-02-24,0,0,0,0,0,0,195662,0,0,0,0
"2020","Guinea","DUBREKA"," Probable",2015-02-24,0,0,0,2.56494935746154,0,0,328418,0,0,0,0
"2024","Guinea","FARANAH"," Probable",2015-02-24,0,0,0,0,0,0,280511,0,0,0,0
"2028","Guinea","FORECARIAH"," Probable",2015-02-24,0,0,0,0,0,0,244649,0,0,0,0
"2032","Guinea","FRIA"," Probable",2015-02-24,0,0,0,0.215111379616945,0,0,96527,0,0,0,0
"2036","Guinea","GAOUAL"," Probable",2015-02-24,0,0,0,0,0,0,194245,0,0,0,0
"2040","Guinea","GUECKEDOU"," Probable",2015-02-24,7,0,0.000999500333083423,0.00498708120328696,27,0,291823,2.39871428914102e-05,0,9.25218368668679e-05,0
"2044","Guinea","KANKAN"," Probable",2015-02-24,0,0,0,0,0,0,472112,0,0,0,0
"2048","Guinea","KEROUANE"," Probable",2015-02-24,0,0,0,0,0,0,211017,0,0,0,0
"2052","Guinea","KINDIA"," Probable",2015-02-24,0,0,0,0.215111379616945,0,0,438315,0,0,0,0
"2056","Guinea","KISSIDOUGOU"," Probable",2015-02-24,0,0,0,0,0,0,283609,0,0,0,0
"2060","Guinea","KOUBIA"," Probable",2015-02-24,0,0,0,0,0,0,101171,0,0,0,0
"2064","Guinea","KOUNDARA"," Probable",2015-02-24,0,0,0,0,0,0,130205,0,0,0,0
"2068","Guinea","KOUROUSSA"," Probable",2015-02-24,0,0,0,0,0,0,268224,0,0,0,0
"2072","Guinea","LABE"," Probable",2015-02-24,0,0,0,0,0,0,318663,0,0,0,0
"2076","Guinea","LELOUMA"," Probable",2015-02-24,0,0,0,0,0,0,162634,0,0,0,0
"2080","Guinea","LOLA"," Probable",2015-02-24,0,0,0,0,0,0,175213,0,0,0,0
